Fiche client,Non,Prénom,E-mail,Âge,Sex,CIN,Activité,NumCompte,Décision,Décideur,Date decision,Date ouverture,Date de crédit,Montant de crédit,Code client,Nom de chargé clientèle,Solde Débit,Nature de compte,Mouvement,Référence dossier recouvrement,Cours de crédit,Anc,Anc debit (date)
2118,Wells,Megan,gonzalezjimmy@example.com,65,M,54179101219,Travaux Publics,63421,Arrangement C.,CCT,2021-07-25,2023-07-17,2023-05-03,280453,CUST2118,Barbara Green,1428,Personnel,Versement,REF2118,3.76,2,2023-02-27
2119,Brown,Matthew,emmaelliott@example.org,34,F,659282926233,Transport,19988,Arrangement C.,CR,2021-04-07,2023-09-24,2023-08-16,738728,CUST2119,Brianna Edwards,3441,Société,Virement,REF2119,2.06,3,2023-02-11
2120,Campbell,Stephanie,cstephens@example.org,56,M,381532906391,Travaux Publics,74076,CTX,CR,2023-03-22,2022-12-27,2022-12-25,418125,CUST2120,Eric Williams,4498,Société,Retrait,REF2120,4.51,8,2022-10-19
2121,Walter,Bryce,martinpeter@example.org,43,F,457772803269,Transport,59156,CTX,CCT,2021-05-04,2023-08-08,2023-02-19,596794,CUST2121,Rebecca Nelson,814,Société,Versement,REF2121,3.81,2,2022-12-11
2122,Wilson,James,mshelton@example.org,22,M,344859964164,Autre activité,33754,CTX,CCT,2020-07-27,2023-09-05,2023-05-16,117722,CUST2122,Joshua Stafford,1159,Personnel,Virement,REF2122,4.11,1,2023-05-30
2123,Gilbert,Ana,chadking@example.com,49,M,174040007691,Autre activité,37289,Arrangement C.,CCT,2021-02-19,2023-02-06,2023-09-17,415524,CUST2123,Dana Nelson,201,Société,Retrait,REF2123,4.74,10,2022-07-10
2124,Whitehead,Christine,staceyrobinson@example.org,39,M,902967609720,Commerce et Dist.,94829,CTX,CCT,2022-11-13,2023-06-26,2023-06-30,585373,CUST2124,Ms. Gabriella Hubbard,2899,TRE,Versement,REF2124,1.98,6,2023-03-10
2125,Abbott,Stephen,ashleemartinez@example.org,65,M,302316887020,Autre activité,39836,Arrangement C.,CCT,2022-12-21,2023-04-26,2023-03-02,860343,CUST2125,Tony Nguyen,1899,Société,Virement,REF2125,2.22,8,2023-05-16
2126,Smith,Monica,cbennett@example.net,56,F,640036078018,Travaux Publics,86322,CTX,CR,2019-11-10,2022-11-26,2023-02-12,279846,CUST2126,Alexander Lucero,3472,TRE,Retrait,REF2126,1.5,8,2023-10-01
2127,Shepherd,Michelle,gloria05@example.net,56,F,444005119217,Santé,92720,Arrangement C.,CR,2020-05-28,2022-10-27,2023-02-09,254996,CUST2127,Melissa Wilcox,2850,TRE,Virement,REF2127,4.33,7,2022-10-07
2128,Meyer,Miranda,jared88@example.net,39,F,189769296034,Santé,79840,CTX,CCT,2020-12-11,2023-04-25,2023-09-12,804421,CUST2128,Bryan Collins,485,Personnel,Virement,REF2128,1.51,2,2022-11-18
2129,Thompson,Kimberly,chambersbrenda@example.org,32,M,264080440478,Tourisme,55668,CTX,CR,2022-12-24,2023-03-06,2023-01-31,389821,CUST2129,Ms. Samantha Brown MD,875,Personnel,Virement,REF2129,4.08,9,2021-10-23
2130,Hanson,Gerald,reginadawson@example.net,38,F,873387646495,Santé,35065,Arrangement C.,CR,2020-02-27,2022-12-03,2023-05-03,223363,CUST2130,Michael Thomas PhD,2050,Personnel,Retrait,REF2130,3.91,7,2022-01-09
2131,Nelson,Timothy,shurley@example.org,40,M,383380376921,Santé,31705,Arrangement C.,CCT,2020-09-29,2022-12-03,2022-12-25,927142,CUST2131,Juan Taylor,3339,Personnel,Retrait,REF2131,1.25,4,2023-04-08
2132,Watson,Jacob,antoniogibson@example.com,63,M,114847277277,Tourisme,10035,CTX,CR,2023-05-12,2023-03-14,2023-05-13,909759,CUST2132,Gina Vasquez,320,Société,Retrait,REF2132,3.6,10,2023-05-09
2133,Wade,Michael,thomas02@example.net,52,M,680052025174,Autre activité,23186,Arrangement C.,CCT,2021-01-14,2023-08-16,2023-02-21,128980,CUST2133,Lydia Campbell,4144,TRE,Versement,REF2133,1.25,6,2022-01-11
2134,Ray,Mark,elizabethcastillo@example.net,50,M,618333002347,Autre activité,30823,Arrangement C.,CR,2023-09-12,2022-11-21,2023-10-06,643279,CUST2134,Denise Morales,3779,Personnel,Retrait,REF2134,1.31,6,2023-08-28
2135,Campbell,Christopher,alexander93@example.org,61,M,194936113244,Agriculture,69075,CTX,CR,2020-06-10,2023-01-18,2023-08-01,370634,CUST2135,Mrs. Amy Miles,4894,Personnel,Virement,REF2135,2.09,2,2022-09-11
2136,King,Thomas,brittany04@example.com,69,M,564715799926,Commerce et Dist.,61332,Arrangement C.,CCT,2023-02-14,2022-12-20,2023-05-19,565632,CUST2136,Michael Dominguez,639,Personnel,Virement,REF2136,2.62,8,2023-03-16
2137,Bennett,Stefanie,francocharles@example.org,29,F,880264842014,Commerce et Dist.,83062,CTX,CR,2021-06-13,2023-01-24,2023-06-02,914575,CUST2137,Cheryl Skinner,4350,Société,Retrait,REF2137,4.98,5,2022-04-29
2138,Cox,David,umiller@example.net,38,F,455016023870,Travaux Publics,82478,Arrangement C.,CCT,2020-02-21,2023-05-15,2023-07-02,269652,CUST2138,Christopher Smith,3005,Personnel,Virement,REF2138,1.1,10,2022-02-21
2139,Lawrence,Stephanie,george43@example.net,58,M,741079194398,Santé,53617,Arrangement C.,CCT,2019-01-26,2023-09-10,2023-02-25,464703,CUST2139,Debra Lewis,1216,TRE,Versement,REF2139,1.45,4,2023-10-08
2140,Carroll,Adriana,elizabeth98@example.net,47,M,652542959762,Travaux Publics,55515,Arrangement C.,CCT,2020-09-06,2023-02-11,2023-01-07,330415,CUST2140,Stephen Wood,4502,Personnel,Virement,REF2140,2.16,6,2022-05-17
2141,Ortiz,Kevin,apatterson@example.com,43,M,695771759025,Agriculture,5783,Arrangement C.,CR,2020-11-10,2023-09-09,2022-12-19,90902,CUST2141,Mrs. Brittany Jimenez,4835,Société,Versement,REF2141,4.91,2,2023-09-18
2142,Smith,Jennifer,henry94@example.net,30,F,427688987787,Autre activité,14527,CTX,CCT,2019-04-25,2023-01-12,2022-10-22,46525,CUST2142,Mr. Timothy White,2682,TRE,Retrait,REF2142,2.31,10,2021-11-10
2143,Berg,Edward,jenna49@example.org,57,F,936830314876,Tourisme,73584,Arrangement C.,CCT,2023-06-05,2023-03-24,2023-07-26,812619,CUST2143,Kathleen Dean,1731,Personnel,Virement,REF2143,2.52,10,2023-06-22
2144,Ortiz,Tammy,michaelhanna@example.net,57,M,938703452290,Santé,32113,CTX,CR,2019-12-06,2022-12-14,2022-12-31,520791,CUST2144,Hector Nguyen,1756,TRE,Retrait,REF2144,2.02,1,2023-03-29
2145,Reid,Antonio,kevin72@example.org,18,M,482423008003,Agriculture,82665,Arrangement C.,CCT,2022-12-11,2023-02-08,2023-02-02,397422,CUST2145,Jasmine George DDS,1015,Personnel,Retrait,REF2145,1.74,4,2023-03-20
2146,English,Shane,stephenhoward@example.net,51,F,817136957153,Commerce et Dist.,28717,CTX,CR,2021-02-28,2023-04-25,2023-07-19,570735,CUST2146,Cheryl Hall,4242,Société,Virement,REF2146,2.88,7,2023-04-23
2147,Wood,Alexandra,brownwilliam@example.net,52,F,491381180193,Tourisme,15734,Arrangement C.,CCT,2019-06-25,2023-02-26,2023-10-09,872709,CUST2147,Mark Gaines,2942,Société,Retrait,REF2147,1.33,10,2023-06-22
2148,Lopez,Wendy,jeremy15@example.com,59,M,378580367206,Autre activité,58056,CTX,CR,2021-10-27,2023-03-16,2022-12-03,518177,CUST2148,Harry Zimmerman,1748,Société,Retrait,REF2148,1.86,7,2022-05-28
2149,Perez,Barbara,isaac17@example.net,30,M,400106419272,Agriculture,4411,Arrangement C.,CR,2021-07-13,2023-03-24,2023-09-03,995459,CUST2149,Joshua Powell,1991,Personnel,Virement,REF2149,1.47,8,2022-02-27
2150,Munoz,Michael,gregorygonzalez@example.net,65,M,791221568021,Commerce et Dist.,54203,Arrangement C.,CR,2020-09-07,2023-04-18,2023-02-16,255241,CUST2150,Ashley Maxwell,4982,Personnel,Retrait,REF2150,2.02,6,2022-02-19
2151,Johnson,Heather,patriciawallace@example.com,48,F,592033281865,Santé,26236,Arrangement C.,CR,2019-04-26,2023-05-06,2023-03-25,288375,CUST2151,Tammy Miller,2319,Personnel,Versement,REF2151,3.7,2,2022-04-21
2152,Walker,Robin,williamskelly@example.net,64,M,51807194298,Agriculture,1894,Arrangement C.,CCT,2020-04-24,2022-12-03,2022-12-06,635498,CUST2152,Christopher Walton,590,Personnel,Virement,REF2152,4.02,5,2023-02-01
2153,Bender,Dylan,arice@example.com,44,F,319848983458,Autre activité,66135,Arrangement C.,CR,2019-01-11,2023-06-08,2022-11-28,104364,CUST2153,Linda Willis,102,Personnel,Versement,REF2153,2.57,7,2023-08-13
2154,Smith,Angela,william16@example.com,55,F,779517727152,Tourisme,35698,Arrangement C.,CR,2018-12-22,2022-12-20,2023-08-20,800876,CUST2154,Michael Smith,1589,Personnel,Versement,REF2154,3.15,2,2023-10-08
2155,Roman,Daniel,alvaradothomas@example.com,62,F,546329651517,Transport,19048,CTX,CR,2019-01-11,2023-09-27,2023-06-10,96138,CUST2155,Larry Castro,461,Personnel,Retrait,REF2155,4.76,8,2021-12-02
2156,Caldwell,David,mccoygregory@example.com,22,F,412676140550,Commerce et Dist.,16982,Arrangement C.,CCT,2022-10-23,2023-07-07,2022-11-30,324142,CUST2156,Lance Garcia,2763,TRE,Versement,REF2156,2.75,10,2023-08-01
2157,Alexander,Russell,tammywilson@example.net,27,F,391662307129,Transport,28037,CTX,CCT,2022-12-24,2022-11-12,2022-10-17,775919,CUST2157,Caroline Smith,2686,Personnel,Versement,REF2157,3.59,8,2023-05-18
2158,Charles,Kathleen,zlittle@example.com,50,M,564670412638,Autre activité,50979,Arrangement C.,CCT,2022-09-10,2022-11-14,2023-05-21,142089,CUST2158,Katelyn Davila,307,TRE,Virement,REF2158,2.24,9,2022-12-20
2159,Franklin,Brett,ericksonjames@example.net,67,F,987677966096,Tourisme,71591,CTX,CCT,2021-08-24,2023-04-23,2022-12-11,907597,CUST2159,Melissa Hurst,2948,Société,Virement,REF2159,2.54,9,2022-09-11
2160,Kane,Michael,imiller@example.org,55,F,283950070040,Travaux Publics,36396,CTX,CR,2019-11-20,2022-12-28,2023-04-05,488519,CUST2160,Jamie Coleman,3652,Société,Retrait,REF2160,1.26,1,2022-05-20
2161,Brown,Aaron,travismcclure@example.com,19,M,745563402830,Santé,7278,Arrangement C.,CR,2019-04-04,2023-05-25,2022-11-25,574398,CUST2161,Ms. Holly Serrano MD,4354,Personnel,Retrait,REF2161,4.92,1,2023-07-21
2162,Cole,Jacob,vmorrison@example.net,63,F,480690329908,Agriculture,75589,CTX,CR,2022-08-20,2023-03-18,2023-01-05,363045,CUST2162,Tyler Hamilton,1590,TRE,Retrait,REF2162,4.42,9,2023-06-18
2163,Giles,Bryan,xpugh@example.com,67,M,175918018009,Transport,43469,Arrangement C.,CCT,2021-05-26,2023-07-19,2022-12-04,957830,CUST2163,Sue Terry,3723,TRE,Virement,REF2163,1.05,9,2022-02-08
2164,Martinez,Barbara,stanleykelly@example.org,54,F,126899651089,Autre activité,63610,Arrangement C.,CR,2022-01-28,2023-08-19,2023-03-20,645024,CUST2164,Joseph Strickland,1094,Personnel,Virement,REF2164,4.06,3,2023-02-23
2165,Watts,Brandon,eallen@example.com,32,F,456717001437,Autre activité,21842,CTX,CCT,2020-05-24,2023-01-16,2023-06-29,675411,CUST2165,Lynn Brock,1281,Société,Virement,REF2165,1.14,7,2022-06-17
2166,Williams,Melvin,davissarah@example.org,31,M,177208209071,Travaux Publics,72912,Arrangement C.,CR,2019-01-15,2023-03-27,2023-02-16,465224,CUST2166,Christine Le,2647,TRE,Versement,REF2166,2.75,3,2022-03-19
2167,Williams,Beth,zachary66@example.com,55,F,97570434636,Autre activité,23694,CTX,CCT,2019-06-01,2023-05-10,2022-11-01,702538,CUST2167,Carol Smith,1438,TRE,Retrait,REF2167,1.51,9,2022-06-23
2168,Stewart,Justin,maria66@example.com,34,F,167857644258,Agriculture,79174,Arrangement C.,CCT,2021-07-16,2023-09-19,2023-06-13,647965,CUST2168,Riley Sutton,1708,Personnel,Virement,REF2168,4.44,2,2021-12-03
2169,Gonzales,Emily,james46@example.org,28,F,596940759864,Travaux Publics,74673,Arrangement C.,CR,2022-03-14,2023-07-11,2022-11-15,547102,CUST2169,Katie Hall,2701,TRE,Virement,REF2169,1.15,8,2022-12-26
2170,Daniels,Megan,ogreen@example.net,45,M,803069358233,Agriculture,65922,Arrangement C.,CR,2023-02-22,2022-11-25,2023-03-29,904851,CUST2170,Mary Park,900,TRE,Virement,REF2170,2.13,10,2022-12-20
2171,Graham,John,jmorton@example.org,19,F,216506887372,Tourisme,58277,Arrangement C.,CR,2021-03-10,2023-03-30,2022-12-10,415571,CUST2171,James Barber,895,Société,Versement,REF2171,2.7,7,2023-01-15
2172,Gray,Jennifer,michellewhite@example.com,35,F,9007001840,Travaux Publics,24369,Arrangement C.,CR,2019-07-27,2023-03-03,2023-04-21,946020,CUST2172,Christopher Carney,2569,TRE,Versement,REF2172,3.57,1,2023-05-02
2173,Roberts,Anita,williamscynthia@example.org,55,M,125579696085,Tourisme,52270,Arrangement C.,CCT,2019-11-12,2022-11-16,2022-12-24,578792,CUST2173,Sandra Carson,4987,Personnel,Versement,REF2173,3.79,8,2022-10-28
2174,Good,Janet,parkerjennifer@example.net,50,M,149709079330,Santé,28834,Arrangement C.,CR,2019-09-06,2023-03-08,2023-02-03,90899,CUST2174,Henry Walker,3533,Société,Retrait,REF2174,1.49,3,2023-06-01
2175,Bennett,Aaron,timothygreen@example.org,39,M,55556536336,Autre activité,91114,Arrangement C.,CCT,2020-07-30,2022-11-22,2023-02-03,973076,CUST2175,John Gibbs,3767,Personnel,Retrait,REF2175,4.82,10,2023-05-10
2176,Webb,Micheal,hguerra@example.org,47,M,798436251184,Santé,90769,CTX,CCT,2019-03-25,2022-11-30,2022-11-27,755039,CUST2176,George Doyle,3882,Personnel,Virement,REF2176,2.44,4,2023-06-29
2177,Fuentes,Lisa,qarias@example.net,45,F,591032045702,Commerce et Dist.,65053,CTX,CCT,2022-08-31,2022-11-18,2023-05-04,881920,CUST2177,Tonya Rice,1502,TRE,Retrait,REF2177,1.05,4,2021-11-27
2178,Smith,Kelly,jennifersmith@example.net,21,F,891131613674,Transport,2954,CTX,CR,2022-05-29,2023-10-03,2023-01-14,132436,CUST2178,Breanna Huang,2579,Société,Virement,REF2178,1.3,2,2022-02-08
2179,Johnson,Holly,gary70@example.com,33,F,850235337940,Travaux Publics,77659,CTX,CCT,2022-05-13,2022-10-29,2023-07-27,814247,CUST2179,Peter Martinez,1492,TRE,Retrait,REF2179,3.29,4,2022-05-17
2180,Brown,Brianna,sharonjenkins@example.org,29,F,347501951371,Travaux Publics,41327,Arrangement C.,CR,2021-03-18,2022-11-24,2023-01-09,488411,CUST2180,Makayla Carroll,1602,Personnel,Retrait,REF2180,1.11,2,2021-11-24
2181,Burnett,Steve,dennis75@example.com,54,M,149424820107,Commerce et Dist.,15686,CTX,CCT,2023-05-26,2023-08-10,2022-12-28,784612,CUST2181,Christopher Gonzalez,1742,TRE,Virement,REF2181,3.22,9,2021-12-23
2182,Macdonald,Christopher,joshuagaines@example.net,59,M,746292388210,Tourisme,17563,Arrangement C.,CCT,2019-01-06,2023-04-11,2023-10-06,963244,CUST2182,David Smith,4595,Société,Virement,REF2182,3.91,6,2022-10-09
2183,Pratt,Sean,tflores@example.net,69,F,308485942032,Travaux Publics,95425,Arrangement C.,CR,2022-01-17,2023-06-05,2022-11-08,373611,CUST2183,Amanda Solis,593,Société,Versement,REF2183,1.23,7,2022-01-18
2184,Dixon,Paul,jacob47@example.net,25,M,684911402426,Agriculture,93730,Arrangement C.,CCT,2022-09-21,2023-03-25,2023-02-13,764020,CUST2184,Christopher Knapp,3625,TRE,Virement,REF2184,2.51,1,2023-10-04
2185,Deleon,Sierra,john55@example.com,52,M,43428587787,Tourisme,33474,CTX,CCT,2022-01-13,2022-11-03,2023-09-27,182203,CUST2185,Brian Johnson,1842,Société,Virement,REF2185,4.17,9,2022-01-19
2186,Evans,David,samanthagoodwin@example.com,68,M,584060693249,Santé,83898,CTX,CCT,2020-08-26,2023-03-03,2023-05-17,768865,CUST2186,Raymond Espinoza,3357,Personnel,Versement,REF2186,4.88,5,2022-09-22
2187,Reed,Nicole,zhinton@example.com,67,F,226854765920,Tourisme,40116,CTX,CR,2021-12-18,2023-03-13,2023-07-23,198103,CUST2187,Connie Torres,319,Personnel,Retrait,REF2187,4.4,1,2022-02-17
2188,Lewis,Joseph,jesse15@example.com,60,F,189792312760,Travaux Publics,69614,Arrangement C.,CCT,2022-10-09,2022-11-17,2022-11-20,478638,CUST2188,Joseph Garner,4849,Société,Retrait,REF2188,1.67,7,2023-01-20
2189,Walker,Matthew,burnssteven@example.com,23,F,573002656126,Travaux Publics,72202,CTX,CCT,2019-07-19,2022-10-27,2022-10-27,665943,CUST2189,Justin Cook,4386,Personnel,Retrait,REF2189,4.25,1,2023-04-26
2190,Stafford,Robert,daniellefranco@example.com,66,F,583442425885,Tourisme,33711,Arrangement C.,CCT,2021-07-16,2023-08-20,2023-02-01,10321,CUST2190,Anna Bruce,886,Société,Versement,REF2190,2.58,7,2021-11-04
2191,Wong,Jonathan,nathan02@example.com,39,F,531798759515,Tourisme,67256,CTX,CCT,2022-12-22,2023-03-11,2023-01-16,12874,CUST2191,Jacob Little,2080,Société,Retrait,REF2191,2.66,9,2022-03-12
2192,Herrera,Allison,johnsondanielle@example.com,37,F,577798062812,Santé,29561,CTX,CR,2021-11-18,2023-04-21,2022-11-12,253341,CUST2192,Ronald Gonzalez,3051,Personnel,Virement,REF2192,1.09,9,2022-06-01
2193,Copeland,Lisa,xmanning@example.com,44,F,888714162486,Autre activité,19612,Arrangement C.,CR,2022-06-11,2023-04-28,2023-05-02,312684,CUST2193,Katherine Kelley,1641,Société,Virement,REF2193,2.73,2,2023-03-13
2194,Grant,Sarah,pshort@example.net,28,F,819674012336,Transport,3750,CTX,CR,2020-04-18,2023-05-20,2022-12-09,724995,CUST2194,Mary Lopez,1439,TRE,Retrait,REF2194,4.33,4,2022-07-03
2195,Dixon,Dawn,williamstroy@example.com,65,F,993447581554,Travaux Publics,34191,CTX,CCT,2021-05-12,2022-11-08,2023-01-20,767678,CUST2195,Debra Petersen,2083,Personnel,Versement,REF2195,2.26,8,2023-09-19
2196,Marshall,Steven,mtorres@example.net,36,M,139049350156,Tourisme,66176,Arrangement C.,CCT,2022-08-08,2023-04-01,2023-09-22,293401,CUST2196,Crystal Conway,3472,Personnel,Virement,REF2196,1.29,3,2023-07-10
2197,Johnson,Mckenzie,dixoncharles@example.org,22,M,89557338363,Santé,8299,CTX,CCT,2020-07-22,2022-11-15,2022-10-29,486633,CUST2197,Kenneth Yu,913,Société,Virement,REF2197,3.27,10,2023-01-05
2198,Weaver,Kristen,kevin37@example.net,21,F,580233329433,Santé,95600,Arrangement C.,CR,2023-07-25,2023-05-16,2023-08-13,237387,CUST2198,Emily Davis,1541,Personnel,Versement,REF2198,1.6,6,2022-03-08
2199,Mccarty,Donald,wallacedeborah@example.net,30,F,935459957751,Travaux Publics,45379,CTX,CCT,2019-02-13,2022-11-21,2023-04-21,651363,CUST2199,Alexandra Wilson,283,Personnel,Virement,REF2199,2.54,5,2023-01-06
2200,Johnson,Steven,monicadickson@example.com,22,M,773076038556,Transport,81314,CTX,CR,2022-04-17,2023-03-31,2023-04-23,713131,CUST2200,Lisa Lindsey,1354,Personnel,Retrait,REF2200,1.77,2,2023-08-18
2201,Perkins,Julie,hannah48@example.org,69,M,947298349725,Commerce et Dist.,8474,Arrangement C.,CCT,2019-10-16,2023-03-23,2023-01-03,718890,CUST2201,Lisa Hamilton,1225,Société,Retrait,REF2201,3.55,3,2023-09-04
2202,Lloyd,Steve,williamsmatthew@example.com,46,F,471986410856,Commerce et Dist.,76920,CTX,CR,2021-06-25,2023-06-02,2023-06-27,231166,CUST2202,Manuel Stephens,3882,Société,Retrait,REF2202,2.57,7,2023-09-08
2203,Patel,Victor,timothyvincent@example.com,42,M,673579316573,Agriculture,80754,CTX,CCT,2023-05-21,2022-12-09,2022-11-21,809341,CUST2203,Desiree Parker,2134,Personnel,Retrait,REF2203,3.2,10,2022-12-14
2204,King,Angela,freed@example.org,49,M,433416955645,Transport,11227,CTX,CR,2019-08-05,2023-04-28,2023-10-01,636519,CUST2204,Donna Myers,2698,Société,Versement,REF2204,4.67,8,2022-02-08
2205,Mckay,Laura,mhall@example.org,21,M,165211116321,Travaux Publics,96443,CTX,CR,2021-11-12,2023-08-24,2023-10-03,268438,CUST2205,David Patton,1471,TRE,Retrait,REF2205,2.31,1,2022-03-04
2206,Lopez,Joshua,garydavis@example.net,50,F,197199953630,Tourisme,8196,CTX,CCT,2023-08-11,2023-01-07,2023-08-06,736280,CUST2206,David Mitchell,1317,TRE,Virement,REF2206,1.1,1,2023-09-03
2207,Wolfe,Thomas,alan01@example.org,26,F,155752915005,Tourisme,42750,CTX,CCT,2019-04-27,2023-07-29,2022-10-21,880107,CUST2207,Molly Reese,4547,TRE,Retrait,REF2207,2.33,6,2022-04-24
2208,Lawrence,James,perezsteven@example.org,61,M,454987966049,Commerce et Dist.,88750,Arrangement C.,CCT,2019-08-24,2023-08-19,2023-03-20,271569,CUST2208,Jaime Mcclure,3002,Société,Virement,REF2208,4.78,4,2022-06-13
2209,Warren,Jason,irowland@example.com,33,M,629167230303,Autre activité,31252,CTX,CR,2022-06-15,2022-12-29,2023-04-22,105720,CUST2209,Nicholas Ware,1844,Société,Virement,REF2209,3.46,1,2022-03-25
2210,Sanchez,Catherine,karen50@example.com,32,M,549354430108,Santé,70064,Arrangement C.,CCT,2019-02-25,2023-05-25,2023-03-18,341523,CUST2210,Ricardo Juarez,1431,Société,Virement,REF2210,3.2,5,2022-05-01
2211,Jones,Misty,laurastewart@example.net,19,M,133106497110,Tourisme,79595,CTX,CCT,2022-12-02,2023-09-11,2022-12-28,138855,CUST2211,Robin Carter,2230,Personnel,Retrait,REF2211,2.52,5,2023-05-19
2212,Rios,Laura,edwardsteresa@example.org,63,M,516624587071,Commerce et Dist.,62526,Arrangement C.,CR,2020-04-12,2023-03-19,2023-05-09,949944,CUST2212,Cory Kelly,1493,TRE,Versement,REF2212,1.95,9,2022-12-16
2213,Higgins,Mark,amber50@example.net,31,F,17951524814,Transport,27758,CTX,CCT,2019-01-27,2023-01-21,2022-12-15,396674,CUST2213,Dwayne Frank,2586,Société,Versement,REF2213,3.97,1,2022-05-06
2214,Thomas,Roger,zbowman@example.net,22,F,53955942476,Autre activité,18920,CTX,CCT,2021-09-08,2023-05-04,2023-09-07,582109,CUST2214,Brandon Richardson MD,4201,TRE,Virement,REF2214,1.62,9,2022-06-16
2215,Thompson,Sara,jcase@example.net,60,M,765119400204,Agriculture,85094,Arrangement C.,CCT,2019-01-23,2023-03-28,2023-07-04,696575,CUST2215,Rebecca Johnson,4789,TRE,Virement,REF2215,2.62,2,2023-05-02
2216,Diaz,Daniel,matthewrose@example.com,67,F,465846867226,Agriculture,82990,Arrangement C.,CCT,2018-10-20,2023-07-23,2023-03-01,715161,CUST2216,Earl Robinson,517,Société,Virement,REF2216,3.16,3,2022-10-22
2217,Young,Craig,williamsbailey@example.com,66,M,870333452569,Santé,75630,CTX,CCT,2019-07-25,2023-08-05,2022-12-15,875019,CUST2217,Valerie Baker,2533,Personnel,Retrait,REF2217,3.08,4,2022-10-18
2218,Bates,Jennifer,anthonywelch@example.net,29,M,225131898335,Commerce et Dist.,67104,Arrangement C.,CR,2021-10-10,2023-04-25,2023-07-04,531371,CUST2218,Jennifer Graves,122,Société,Versement,REF2218,4.85,1,2021-12-03
2219,Mason,John,jenniferwhite@example.org,46,M,859987551736,Travaux Publics,63197,CTX,CR,2023-07-15,2023-01-15,2023-03-19,450969,CUST2219,Amanda Mccarthy,548,Société,Virement,REF2219,1.12,4,2022-05-21
2220,Villanueva,Jennifer,markbarrett@example.org,51,M,657986791667,Santé,49318,Arrangement C.,CCT,2019-11-08,2023-01-04,2023-04-15,885351,CUST2220,Emily Fox,2047,Personnel,Versement,REF2220,1.9,9,2022-11-11
2221,Taylor,Theodore,cowanjames@example.org,70,M,824058739713,Commerce et Dist.,50549,CTX,CR,2021-09-30,2023-06-03,2023-07-10,551312,CUST2221,Robert Lin,3728,TRE,Virement,REF2221,1.67,4,2022-01-16
